X;Y;LINIE;KM;Dst-Abk;BPS NAME;TYP TEXT;TYP AUSWAHL;ID-AUTOMAT;SPRACHE;ABK STRVERW;LAUF_NR;geopos
1126744.687;2607224.518;100;108.101;SIE;Sierre/Siders;ePOS;ePOS;;Franzosisch;SBB CFF FFS;25;46.2920770296,7.53239528406
1128661.12;2610737.641;100;112.243;SAL;Salgesch;ePOS;ePOS;01600252;Deutsch;SBB CFF FFS;27;46.3092698978,7.57802835194
1152070.608;2537884.803;100;0.004;LS;Lausanne;ePOS;ePOS;01120264;Franzosisch;SBB CFF FFS;-12;46.5170463742,6.62921635625
1152053.584;2537954.289;100;0.075;LS;Lausanne;ePOS;ePOS;01120253;Franzosisch;SBB CFF FFS;-12;46.5168996983,6.63012405498
1147003.29;2550721.341;100;14.55;STSA;St-Saphorin;ePOS;ePOS;01127251;Franzosisch;SBB CFF FFS;-4;46.472534638,6.79702211175
1145883.38;2554282.234;100;18.421;VV;Vevey;ePOS;ePOS;01200254;Franzosisch;SBB CFF FFS;-2;46.4627137059,6.84349470924
1145051.078;2555517.105;100;19.92;TOUR;La Tour-de-Peilz;ePOS;ePOS;01210253;Franzosisch;SBB CFF FFS;-1;46.4553101583,6.85964960382
1144213.124;2556862.351;100;21.536;BURI;Burier;ePOS;ePOS;01202251;Franzosisch;SBB CFF FFS;0;46.4478605983,6.87723701121
1142898.123;2559394.191;100;24.501;MX;Montreux;ePOS;ePOS;01300256;Franzosisch;SBB CFF FFS;1;46.4361901911,6.91030151527
1122327.43;2566223.632;100;47.553;BEX;Bex;ePOS;ePOS;01402251;Franzosisch;SBB CFF FFS;8;46.2515268525,7.00065875361
1106104.896;2572169.663;100;66.465;MA;Martigny;BATS Voll;BATS;;Franzosisch;SBB CFF FFS;13;46.1058705771,7.07872933159
1119556.193;2593861.131;100;92.419;SIO;Sion;ePOS;ePOS;01506256;Franzosisch;SBB CFF FFS;21;46.2274215679,7.35907655819
1122240.428;2598541.947;100;98.17;SL;St-Leonard;ePOS;ePOS;01507251;Franzosisch;SBB CFF FFS;23;46.2515948162,7.41973775258
1128960.618;2615806.319;100;117.604;LK;Leuk;ePOS;ePOS;01601253;Deutsch;SBB CFF FFS;28;46.311864401,7.64383447813
1128959.947;2615807.739;100;117.605;LK;Leuk;ePOS;ePOS;01601254;Deutsch;SBB CFF FFS;28;46.3118583317,7.64385288919
1128690.416;2620136.042;100;122.143;TUR;Turtmann;ePOS;ePOS;01602252;Deutsch;SBB CFF FFS;31;46.3093183399,7.7000290863
1152071.652;2537885.396;100;0.004;LS;Lausanne;ePOS;ePOS;01120265;Franzosisch;SBB CFF FFS;-12;46.5170558203,6.62922394248
1152016.959;2537951.838;100;0.081;LS;Lausanne;ePOS;ePOS;01120259;Franzosisch;SBB CFF FFS;-12;46.5165700243,6.63009704574
1149607.574;2543856.842;100;6.677;VTE;Villette VD;ePOS;ePOS;01123251;Franzosisch;SBB CFF FFS;-9;46.495419465,6.70733304716
1148818.849;2545381.303;100;8.526;CU;Cully;ePOS;ePOS;01124252;Franzosisch;SBB CFF FFS;-7;46.4884510372,6.72728254316
1145964.472;2554282.206;100;18.369;VV;Vevey;ePOS;ePOS;01200261;Franzosisch;SBB CFF FFS;-3;46.4634431554,6.84348631873
1145889.76;2554274.438;100;18.411;VV;Vevey;ePOS;ePOS;01200255;Franzosisch;SBB CFF FFS;-2;46.462770563,6.84339259456
1143653.691;2558287.355;100;23.095;CL;Clarens;ePOS;ePOS;01203252;Franzosisch;SBB CFF FFS;0;46.4429187005,6.89583226167
1142900.63;2559417.53;100;24.507;MX;Montreux;ePOS;ePOS;01300257;Franzosisch;SBB CFF FFS;1;46.4362141595,6.9106049599
1142884.821;2559380.865;100;24.508;MX;Montreux;ePOS;ePOS;01300258;Franzosisch;SBB CFF FFS;1;46.4360697247,6.91012929892
1134272.075;2560633.725;100;33.848;ROC;Roche VD;S-POS;S-POS;ID 54123;Franzosisch;SBB CFF FFS;6;46.3586692793,6.9271627285
1118439.0;2566309.142;100;51.544;SM;St-Maurice;ePOS;ePOS;01403253;Franzosisch;SBB CFF FFS;10;46.2165529364,7.00204895482
1118435.21;2566309.079;100;51.548;SM;St-Maurice;ePOS;ePOS;01403254;Franzosisch;SBB CFF FFS;10;46.2165188405,7.00204841252
1109735.865;2569079.407;100;61.53;VERN;Vernayaz;ePOS;ePOS;01405252;Franzosisch;SBB CFF FFS;13;46.1383976402,7.03852482412
1110915.241;2579518.4;100;75.281;SAX;Saxon;ePOS;ePOS;01502251;Franzosisch;SBB CFF FFS;17;46.1494062032,7.17355542147
1115218.632;2584655.818;100;82.012;CHA;Chamoson-St-Pierre-de-Clages;S-POS;S-POS;ID 53952;Franzosisch;SBB CFF FFS;18;46.188254744,7.23990621635
1126749.972;2607189.976;100;108.074;SIE;Sierre/Siders;andere;Andere;;Franzosisch;SBB CFF FFS;25;46.2921249384,7.53194711936
1128416.255;2623812.697;100;125.892;GA;Gampel-Steg;ePOS;ePOS;01603252;Deutsch;SBB CFF FFS;32;46.306732165,7.74774122009
